,0,1,2,adult,budget,credits,imdbId,movieId,overview,popularity,production_countries,release_date,revenue,runtime,tmdbId,vote_average
3238,3305,Bluebeard (1944),Film-Noir|Horror,0.0,0.0,Edgar G. Ulmer,36653.0,3305.0,Young female models are being strangled inexplicably. Will law enforcement be able to stop the crime wave before more women become victims?,1.4380000000000002,United States of America,1944-11-11,0.0,72.0,42186.0,5.7
3239,3306,"Circus, The (1928)",Comedy,0.0,9000000.0,Charlie Chaplin,18773.0,3306.0,"Charlie, a wandering tramp, becomes a circus handyman and falls in love with the circus owner's daughter. Unaware of Charlie's affection, the girl falls in love with a handsome young performer. Charlie's versatility makes him star of the show when he substitutes for an ailing tightwire walker. He is discharged from the company when he protects the girl from her father's abuse, but he returns and appeals to the handsome performer to marry the girl. After the wedding the father prevails upon them to rejoin the circus. Charlie is hired again, but he stays behind when the caravan moves on.",6.954,United States of America,1928-01-06,0.0,72.0,28978.0,8.1
3240,3307,City Lights (1931),Comedy|Drama|Romance,0.0,1500000.0,Charlie Chaplin,21749.0,3307.0,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl.,9.382,United States of America,1931-02-26,19181.0,87.0,901.0,8.4
3241,3308,"Flamingo Kid, The (1984)",Comedy|Drama,0.0,0.0,Michael Phillips,87265.0,3308.0,"Brooklyn teenager Jeffrey Willis, thoroughly unhappy with his modest homestead, embraces the other-world aspects of his summer job at the posh Flamingo Club. He spurns his father in favor of the patronage of smooth-talking Phil Brody and is seduced by the ample bikini charms of club member Carla Samson. But thanks to a couple of late-summer hard lessons, the teen eventually realizes that family should always come first.",3.607,United States of America,1984-12-21,0.0,100.0,25010.0,6.4
3242,3309,"Dog's Life, A (1920)",Comedy,,,,,,"None
",,,,,,,
3243,3310,"Kid, The (1921)",Action,0.0,250000.0,Charlie Chaplin,12349.0,3310.0,"Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy.",7.372999999999998,United States of America,1921-01-21,2500000.0,68.0,10098.0,8.2
3244,3311,"Man from Laramie, The (1955)",Western,0.0,0.0,Anthony Mann,48342.0,3311.0,"Will Lockhart (James Stewart) becomes entangled in the happenings of Coronado, an isolated western town, after delivering supplies there. He is especially involved with the Waggomans, an influential ranching family, and begins his search for someone selling rifles to the local Apaches, only to find out it is the son of the most powerful man in the area. It is at this point that his troubles begin.",6.104,United States of America,1955-08-31,0.0,104.0,18264.0,7.1
3245,3312,"McCullochs, The (1975)",Drama,0.0,0.0,"Max Baer, Jr.",73902.0,3312.0,"A story about the rich McCulloch Family, their overbearing father and the children's misguided blaming him for everything that doesn't go right.",0.84,United States of America,1975-05-21,0.0,93.0,291861.0,0.0
3246,3313,Class Reunion (1982),Comedy,0.0,0.0,Michael Miller,84395.0,3313.0,"Lizzie Borden High's class of '72 are going through the motions at their tenth-year reunion, until deranged alum Walter Baylor, driven insane by a sadistic senior-year prank, escapes from the mental institution and crashes the party. When guests start getting bumped off, the other alumni, including snooty yacht salesman Bob Spinnaker, class tease Bunny Packard, and class zero Gary Nash, spring into action to uncover the culprit.",1.274,United States of America,1982-10-29,0.0,84.0,33374.0,5.0
3247,3314,"Big Trees, The (1952)",Action|Drama,0.0,0.0,Felix E. Feist,44420.0,3314.0,"In 1900, unscrupulous timber baron Jim Fallon plans to take advantage of a new law and make millions off California redwood. Much of the land he hopes to grab has been homesteaded by a Quaker colony, who try to persuade him to spare the giant sequoias...but these are the very trees he wants most. Expert at manipulating others, Fallon finds that other sharks are at his own heels, and forms an unlikely alliance.",1.011,United States of America,1952-02-05,0.0,89.0,43368.0,5.6
3248,3315,Happy Go Lovely (1951),Musical,0.0,0.0,H. Bruce Humberstone,43618.0,3315.0,"B.G. Bruno, a rich bachelor, the head of a successful greeting-card company in Scotland, is essentially a kind man but respectable to the point of stodginess and extreme stuffiness. An American troupe visiting Edinburgh wants to produce a musical in town but has trouble getting backers. Bruno meets several of the leading ladies of the show; through a misunderstanding he doesn't correct they think that he's a newspaper reporter. He falls in love with one of the women, who reciprocates; he grows more lively and friendly, to the surprise of his employees. After a series of mishaps and comic incidents comes a happy ending: a successful show and true love.",0.6,United Kingdom,1951-03-06,0.0,97.0,127602.0,6.3
3249,3316,Reindeer Games (2000),Action|Thriller,0.0,42000000.0,John Frankenheimer,184858.0,3316.0,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",6.174,United States of America,2000-02-25,32168970.0,124.0,2155.0,5.6
3250,3317,Wonder Boys (2000),Comedy|Drama,0.0,35000000.0,Curtis Hanson,185014.0,3317.0,"Grady is a 50-ish English professor who hasn't had a thing published in years -- not since he wrote his award winning ""Great American Novel"" 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.",7.923999999999999,Germany,2000-02-22,0.0,111.0,11004.0,7.0
3251,3318,Deterrence (1998),Thriller,,,,,,"None
",,,,,,,
3252,3319,Judy Berlin (1999),Drama,0.0,0.0,Eric Mendelsohn,181618.0,3319.0,A dramatic comedy where a the relationship of a teacher and married principal goes much worse than that of their children.,0.6,United States of America,2000-02-25,0.0,93.0,36048.0,4.8
3253,3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,,,,,,"Behind-the-scenes program about Danish feature film Mifune (1999)
",,,,,,,
3254,3321,"Waiting Game, The (2000)",Comedy,0.0,0.0,Ken Liotti,235872.0,3321.0,A group of aspiring young actors wait tables at a New York City restaurant.,0.877,,1999-03-25,0.0,85.0,210307.0,0.0
3255,3322,3 Strikes (2000),Comedy,0.0,6000000.0,DJ Pooh,199290.0,3322.0,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",2.353,United States of America,2000-03-01,9000000.0,82.0,47816.0,5.8
3256,3323,Chain of Fools (2000),Comedy|Crime,0.0,20000000.0,Pontus Löwenhielm,194368.0,3323.0,An avid detective is assigned to investigate the heist of a batch of precious coins that end up in the hands of a suicidal barber.,3.709,United States of America,2000-09-22,0.0,96.0,20682.0,6.0
3257,3324,Drowning Mona (2000),Comedy,0.0,16000000.0,Nick Gomez,186045.0,3324.0,"The recently deceased Mona Dearly (Bette Midler) was many things: an abusive wife, a domineering mother, a loud-mouthed neighbor and a violent malcontent. So when her car and corpse are discovered in the Hudson River, police Chief Wyatt Rash (Danny DeVito) immediately suspects murder rather than an accident. But, since the whole community of Verplanck, N.Y., shares a deep hatred for this unceasingly spiteful woman, Rash finds his murder investigation overwhelmed with potential suspects.",4.773,United States of America,2000-03-03,15427192.0,96.0,25166.0,5.5
3258,3325,"Next Best Thing, The (2000)",Comedy|Drama,,,,156841.0,3325.0,"Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together.
",,,,,,1831.0,
3259,3326,What Planet Are You From? (2000),Comedy|Sci-Fi,,,,181151.0,3326.0,"A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targets him.
",,,,,,10416.0,
3260,3327,Beyond the Mat (2000),Documentary,,,,,,"None
",,,,,,,
3261,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,,,,165798.0,3328.0,"An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.
",,,,,,4816.0,
3262,3329,"Year My Voice Broke, The (1987)",Drama,,,,94347.0,3329.0,"In 1962, a prepubescent boy in rural Australia watches painfully as his best friend and first love, an older girl, blossoms into womanhood and falls for a thuggish rugby player, setting off...
",,,,,,19958.0,
3263,3330,Splendor in the Grass (1961),Drama,0.0,0.0,Elia Kazan,55471.0,3330.0,A fragile Kansas girl's unrequited and forbidden love for a handsome young man from the town's most powerful family drives her to heartbreak and madness.,5.5520000000000005,United States of America,1961-10-10,0.0,124.0,28569.0,7.6
3264,3331,My Tutor (1983),Drama,0.0,0.0,Webster Lewis,85980.0,3331.0,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor.",3.835,United States of America,1983-03-04,22587000.0,97.0,2193.0,5.6
3265,3332,"Legend of Lobo, The (1962)",Adventure|Children's,0.0,0.0,Dwight Hauser,56173.0,3332.0,"You'll be captivated as you track the legendary Lobo through an amazing Southwest adventure. Our story begins with Lobo as an adorable wolf cub and follows his growth into a fearless and majestic leader of the pack. At odds with the local cattlemen, the price on Lobo's head grows, attracting an expert wolf hunter. As they go head to head, Lobo's amazing survival instincts and family devotion leave the hunter with nothing but respect. With the rich narration of Rex Allen, and music from the legendary Sherman Brothers and the popular Sons Of The Pioneers, this is family entertainment at its best!",0.764,United States of America,1962-11-07,0.0,67.0,64871.0,7.2
3266,3333,"Killing of Sister George, The (1968)",Drama,0.0,0.0,Lukas Heller,63185.0,3333.0,"When June Buckridge arrives at her London flat and announces 'They are going to murder me', her long-time lover and doll-cuddling flat mate Alice 'Childie' McNaught realizes that things are going to change. For June is referring to her character 'Sister George', a lovable nurse she portrays in a popular daytime serial. To make matters worse, the widowed executive at the BBC responsible for the decision to kill off Sister George - Mercy Croft is also a predatory lesbian who is after Childie and will stop at nothing to get what she wants.",1.618,United Kingdom,1968-09-01,0.0,138.0,54575.0,6.8
3267,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,0.0,0.0,Jerry Wald,40506.0,3334.0,"A hurricane swells outside, but it's nothing compared to the storm within the hotel at Key Largo. There, sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple, his widowed daughter-in-law Nora, and ex-GI Frank McCloud.",6.5760000000000005,United States of America,1948-07-31,0.0,100.0,11016.0,7.7
3268,3335,Jail Bait (1954),Crime|Drama,0.0,0.0,Edward D. Wood Jr.,47127.0,3335.0,"Don Gregor, the son of famous plastic surgeon Dr. Boris Gregor, begins to hang around with young criminal Vic Brady and carry a gun. The pair attempt an armed holdup, and when things start to go wrong Gregor accidentally kills a night watchman. Fearing that Gregor plans to turn himself in, Brady kills him and blackmails Dr. Gregor into giving him a new face.",1.6869999999999998,United States of America,1954-01-01,0.0,74.0,23020.0,4.2
3269,3336,It Happened Here (1961),Drama,,,,,,"None
",,,,,,,
3270,3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,,,,,,"None
",,,,,,,
3271,3338,For All Mankind (1989),Documentary,0.0,0.0,Al Reinert,97372.0,3338.0,"Directed by Al Reinert and with music scored by Brian Eno, ""For All Mankind"" provides a testament to NASA's Apollo program of the 1960s and '70s. Composed of actual NASA footage of the missions and astronaut interviews, the documentary offers the viewpoint of the individuals who braved the remarkable journey to the moon and back. While compiling the material for the film, Reinert went through more than six million feet of film of these historic moments.",2.604,United States of America,1989-11-01,770132.0,80.0,20423.0,8.2
3272,3339,Cross of Iron (1977),War,0.0,6000000.0,Sam Peckinpah,74695.0,3339.0,"It is 1943, and the German army, ravaged and demoralised, are hastily retreating from the Russian front. In the midst of all this madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich are still vastly superior to the Russian army; however within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors. Steiner's lack of respect results in a growing animosity between the two...",8.906,Germany,1977-01-29,0.0,132.0,10839.0,7.0
3273,3340,Bride of the Monster (1956),Horror|Sci-Fi,,,,,,"None
",,,,,,,
3274,3341,Born Yesterday (1950),Comedy,0.0,0.0,George Cukor,42276.0,3341.0,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",5.01,United States of America,1950-12-25,0.0,103.0,24481.0,7.0
3275,3342,Birdy (1984),Drama|War,0.0,12000000.0,Alan Parker,86969.0,3342.0,"Two young men are seriously affected by the Vietnam war. One of them has always been obsessed with birds - but now believes he really is a bird, and has been sent to a mental hospital. Can his friend help him pull through?",6.976,United States of America,1984-12-14,1400000.0,120.0,11296.0,7.3
3276,3343,And God Created Woman (1988),Comedy|Drama|Romance,0.0,0.0,Roger Vadim,92559.0,3343.0,"In this variation on director Vadim's own, more acclaimed Et Dieu Créa La Femme (1956, the same title in French), the vamp Robin Shea marries charming carpenter Billy Moran, only to get out of prison, but soon decides to seduce James Tiernan, who runs for state governor.",1.422,United States of America,1988-03-04,0.0,100.0,61651.0,4.2
3277,3344,Blood Feast (1963),Horror,0.0,24500.0,Herschell Gordon Lewis,56875.0,3344.0,"In the sleepy suburbs of Miami, seemingly normal Egyptian immigrant Fuad Ramses (Mal Arnold) runs a successful catering business. He also murders young women and plans to use their body parts to revive the goddess Ishtar. The insane Ramses hypnotizes a socialite in order to land a job catering a party for her debutante daughter, Suzette Fremont (Connie Mason), and turns the event into an evening of gruesome deaths, bloody dismemberment and ritual sacrifice.",3.317,United States of America,1963-06-06,4000000.0,67.0,28172.0,5.1
3278,3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,0.0,0.0,Jack Speirs,62793.0,3345.0,"A heartwarming Disney classic in which a cougar, who was rescued as a cub and raised by a group of loggers in the Pacific Northwest, reverts back to his natural instincts, leading to hilarious (and dangerous) consequences.",1.4,,1967-10-18,0.0,75.0,57855.0,5.4
3279,3346,Color Me Blood Red (1965),Horror,0.0,50000.0,Herschell Gordon Lewis,59044.0,3346.0,Gore specialist H.G. Lewis' gruesome tale of an artist who becomes a success after using human blood in his paintings.,1.094,United States of America,1965-10-13,0.0,79.0,28180.0,4.7
3280,3347,Never Cry Wolf (1983),Drama,0.0,0.0,Carroll Ballard,86005.0,3347.0,"This film dramatizes the true story of Farley Mowat, when he was sent to the Canadian tundra area to collect evidence of the grievous harm the wolf population was allegedly doing to the caribou herds. In his struggle to survive in that difficult environment he studies the wolves, and realizes that the old beliefs about wolves and their supposed threat are almost totally false. Furthermore, he learns that humans represent a far greater threat to the land, and also to the wolves, a species which plays an important role in the ecosystem of the north.",4.784,United States of America,1983-10-07,0.0,105.0,14280.0,7.2
3281,3348,"Night Visitor, The (1970)",Crime|Thriller,0.0,0.0,László Benedek,66141.0,3348.0,"An insane Swedish farmer escapes from an asylum to get revenge on his sister, her husband and others.",0.877,Sweden,1971-02-10,0.0,106.0,72086.0,6.4
3282,3349,"Perils of Pauline, The (1947)",Comedy,,,,39698.0,3349.0,"The real life story of actress Pearl White during her rise to fame in silent serials.
",,,,,,149687.0,
3283,3350,"Raisin in the Sun, A (1961)",Drama,,,,55353.0,3350.0,"A substantial insurance payment could mean either financial salvation or personal ruin for a poor black family.
",,,,,,29478.0,
3284,3351,Two Thousand Maniacs! (1964),Horror,,,,58694.0,3351.0,"Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town's destruction during the Civil War.
",,,,,,28177.0,
3285,3352,Brown's Requiem (1998),Drama,0.0,0.0,Jason Freeland,171135.0,3352.0,"Fritz Brown is an ex-LAPD, recovering alcoholic who now splits his time repossessing cars for a used car lot and staffing his one-man private detective agency. When a filthy caddie named Freddy ""Fat Dog"" Baker wanders into Fritz's office one day, flashing a wad of cash, Fritz is hired to follow Fat Dog's kid sister Jane, who is holed up with a Beverly Hills sugar daddy named Sol Kupferman. Kupferman is a 70 year-old bag man for the mob, and Fat Dog claims that ""Solly K"" is up to something evil that may harm Jane. The trail leads Fritz to an encounter with his dark past in the person of Haywood Cathcart, current head of LAPD internal affairs and the person who kicked Fritz off the police force.",1.57,United States of America,1998-11-01,0.0,104.0,64166.0,6.3
3286,3353,"Closer You Get, The (2000)",Comedy|Romance,0.0,0.0,Aileen Ritchie,218112.0,3353.0,"Irish bachelors take out an ad in the Miami Herald, looking for love.",0.6,Ireland,2000-12-27,0.0,93.0,73642.0,6.0
3287,3354,Mission to Mars (2000),Sci-Fi,0.0,90000000.0,Brian De Palma,183523.0,3354.0,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",8.713,United States of America,2000-03-10,60874615.0,114.0,2067.0,5.9
3288,3355,"Ninth Gate, The (2000)",Thriller,,,,,,"None
",,,,,,,
3289,3356,Condo Painting (2000),Documentary,0.0,0.0,John McNaughton,154352.0,3356.0,No overview yet.,0.6,,2000-03-17,0.0,,110666.0,0.0
3290,3357,East-West (Est-ouest) (1999),Drama|Romance,0.0,0.0,Régis Wargnier,181530.0,3357.0,"June 1946: Stalin invites Russian emigres to return to the motherland. It's a trap: when a ship-load from France arrives in Odessa, only a physician and his family are spared execution or prison. He and his French wife (her passport ripped up) are sent to Kiev. She wants to return to France immediately; he knows that they are captives and must watch every step.",1.403,Bulgaria,1999-09-01,0.0,121.0,28463.0,7.2
3291,3358,Defending Your Life (1991),Comedy|Romance,0.0,0.0,Albert Brooks,101698.0,3358.0,"In an afterlife resembling the present-day US, people must prove their worth by showing in court how they have demonstrated courage.",8.515,United States of America,1991-03-22,0.0,112.0,12186.0,7.1
3292,3359,Breaking Away (1979),Drama,0.0,2300000.0,Peter Yates,78902.0,3359.0,"Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.",6.684,United States of America,1979-05-24,20000000.0,100.0,20283.0,7.4
3293,3360,Hoosiers (1986),Drama,,,,,,"A coach with a checkered past and a local drunk train a small town high school basketball team to become a top contender for the championship.
",,,,,,,
3294,3361,Bull Durham (1988),Comedy,0.0,7000000.0,Ron Shelton,94812.0,3361.0,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",10.138,United States of America,1988-06-15,50888000.0,108.0,287.0,6.7
3295,3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,0.0,1800000.0,Sidney Lumet,72890.0,3362.0,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",12.002,United States of America,1975-08-11,46665856.0,125.0,968.0,7.8
3296,3363,American Graffiti (1973),Comedy|Drama,0.0,777000.0,George Lucas,69704.0,3363.0,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,9.766,United States of America,1973-08-01,140000000.0,110.0,838.0,7.1
3297,3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,0.0,0.0,John Huston,42208.0,3364.0,"Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",7.075,United States of America,1950-05-22,0.0,112.0,16958.0,7.5
3298,3365,"Searchers, The (1956)",Western,0.0,3750000.0,John Ford,49730.0,3365.0,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",8.231,United States of America,1956-03-13,0.0,119.0,3114.0,7.8
3299,3366,Where Eagles Dare (1969),Action|Adventure|War,,,,,,"None
",,,,,,,
3300,3367,"Devil's Brigade, The (1968)",War,0.0,0.0,Andrew V. McLaglen,62886.0,3367.0,"1968 American war film about the formation and first mission of the joint Canadian-American WWII special forces winter and mountain unit formally called 1st Special Service Force, but commonly known as “The Devil’s Brigade”.  The film dramatises the Brigade's first mission in the Italian Campaign, the task of capturing the German mountain stronghold Monte la Difensa, in December 1943.  The film is based on the 1966 book of the same name, co-written by American novelist and historian Robert H. Adleman and Col. George Walton, a member of the brigade.",2.99,United States of America,1968-05-15,0.0,130.0,31938.0,6.4
3301,3368,"Big Country, The (1958)",Romance|Western,0.0,0.0,William Wyler,51411.0,3368.0,"Retired wealthy sea captain Jim McKay arrives in the vast expanse of the West to marry fiancée Pat Terrill. McKay is a man whose values and approach to life are a mystery to the ranchers and ranch foreman Steve Leech takes an immediate dislike to him. Pat is spoiled, selfish and controlled by her wealthy father, Major Henry Terrill. The Major is involved in a ruthless civil war, over watering rights for cattle, with a rough hewn clan led by Rufus Hannassey. The land in question is owned by Julie Maragon and both Terrill and Hannassey want it.",13.058,United States of America,1958-09-30,0.0,165.0,12501.0,7.9
3302,3369,Any Number Can Win (M�lodie en sous-sol ) (1963),Crime,,,,,,"None
",,,,,,,
3303,3370,Betrayed (1988),Drama|Thriller,0.0,19000000.0,Joe Eszterhas,94731.0,3370.0,An FBI agent (Debra Winger) falls in love with a white supremacist (Tom Berenger) whose group she infiltrates.,4.779,Japan,1988-08-26,0.0,127.0,31618.0,6.0
3304,3371,Bound for Glory (1976),Drama,0.0,0.0,Hal Ashby,74235.0,3371.0,"A biography of Woody Guthrie, one of America's greatest folk singers. He left his dust-devastated Texas home in the 1930s to find work, discovering the suffering and strength of America's working class.",2.437,United States of America,1976-12-05,0.0,147.0,42232.0,7.3
3305,3372,"Bridge at Remagen, The (1969)",Action|War,0.0,0.0,John Guillermin,64110.0,3372.0,"In March of 1945, as the War in Europe is coming to a close, fighting erupts between German and American troops at the last remaining bridgehead across the Rhine.",4.021,United States of America,1969-06-25,0.0,117.0,15873.0,6.8
3306,3373,Buck and the Preacher (1972),Western,0.0,0.0,Sidney Poitier,68323.0,3373.0,A wagon master and a con-man preacher help freed slaves dogged by cheap-labor agents out West.,1.351,United States of America,1972-03-17,0.0,102.0,26928.0,4.7
3307,3374,Daughters of the Dust (1992),Drama,,,,,,"None
",,,,,,,
3308,3375,Destination Moon (1950),Sci-Fi,0.0,0.0,Irving Pichel,42393.0,3375.0,"Postulates the first manned trip to the moon, happening in the (then) near future, and being funded by a consortium of private backers. Assorted difficulties occur and must be overcome in-flight. Attempted to be realistic, with Robert A. Heinlein providing advice.",3.045,United States of America,1950-06-26,0.0,91.0,25392.0,6.2
3309,3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance,,,,,,"None
",,,,,,,
3310,3377,Hangmen Also Die (1943),Drama|War,0.0,0.0,Fritz Lang,35966.0,3377.0,"During the Nazi occupation of Czechoslovakia, surgeon Dr. Franticek Svoboda, a Czech patriot, assassinates the brutal ""Hangman of Europe"", Reichsprotektor Reinhard Heydrich, and is wounded in the process. In his attempt to escape, he is helped by history professor Stephen Novotny and his daughter Mascha.",4.209,United States of America,1943-04-15,0.0,134.0,22178.0,7.0
3311,3378,"Ogre, The (Der Unhold) (1996)",Drama,,,,,,"Frenchman Abel Tiffauges likes children, and wants to protect them against the grown-ups. Falsely suspected as child molester, he's recruited as a soldier in the 2nd World War, but very ...
",,,,,,,
3312,3379,On the Beach (1959),Drama,0.0,0.0,Stanley Kramer,53137.0,3379.0,"In 1964, atomic war wipes out humanity in the northern hemisphere; one American submarine finds temporary safe haven in Australia, where life-as-usual covers growing despair. In denial about the loss of his wife and children in the holocaust, American Captain Towers meets careworn but gorgeous Moira Davidson, who begins to fall for him. The sub returns after reconnaissance a month (or less) before the end; will Towers and Moira find comfort with each other?",6.724,United States of America,1959-12-16,0.0,134.0,35412.0,6.7
3313,3380,Railroaded! (1947),Film-Noir,0.0,500000.0,Anthony Mann,39748.0,3380.0,"Clara is dating Duke Martin, a psychopathic mobster who perfume-scents the bullets with which he dispatches his victims. Together they hatch a plan to rob the betting operation that's run from the back room of her business premises.",0.848,United States of America,1947-09-25,0.0,72.0,43463.0,6.6
3314,3381,Slaves to the Underground (1997),Comedy|Drama,0.0,0.0,Kristine Peterson,117664.0,3381.0,"The grunge girl band ""No Exits"" is just about to get a record deal. At this time Jimmy is appearing again, the former boy-friend of the band guitarist Shelly. She had left him because his friend had raped her. But he doesn't know that - up to now. Shelly has fallen in love with the band singer Suzy in the meantime. But she still loves Jimmy, too. So she moves to him again, what Suzy doesn't like that all. Especially because she is becoming a feminist.",0.6,,1997-11-14,0.0,93.0,59939.0,6.0
3315,3382,Song of Freedom (1936),Drama,0.0,0.0,J. Elder Wills,28282.0,3382.0,"John Zinga, a descendent of slaves, has an ancient medallion around his neck and a fragment of song passed down generations. He is an English dockworker with a magnificent voice and a yearning to learn his roots.",0.6,United Kingdom,1936-08-16,0.0,80.0,159727.0,4.5
3316,3383,Big Fella (1937),Drama|Musical,0.0,0.0,J. Elder Wills,28629.0,3383.0,"In this musical comedy, Paul Robeson stars as Joe, a Marseilles docker hired by a wealthy English couple to find their missing son. When Joe finds him, he learns he escaped of his own will, and takes him to stay with a local singer. They offer him a refuge from his repressed white parents.",0.6,,1937-07-17,0.0,,244151.0,8.0
3317,3384,"Taking of Pelham One Two Three, The (1974)",Action,0.0,0.0,Edgar J. Scherick,72251.0,3384.0,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",6.6629999999999985,United States of America,1974-10-02,0.0,104.0,8333.0,7.6
3318,3385,Volunteers (1985),Comedy,0.0,0.0,Nicholas Meyer,90274.0,3385.0,"Lawrence is a rich kid with a bad accent and a large debt. After his father refuses to help him out, Lawrence escapes his angry debtors by jumping on a Peace Corp flight to Southeast Asia, where he is assigned to build a bridge for the local villagers with American-As-Apple-Pie WSU Grad Tom Tuttle and the beautiful and down-to earth Beth Wexler.",5.3,United States of America,1985-08-16,0.0,107.0,19259.0,5.5
3319,3386,JFK (1991),Drama|Mystery,0.0,40000000.0,Oliver Stone,102138.0,3386.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,11.145,United States of America,1991-12-20,205405498.0,189.0,820.0,7.7
3320,3387,Who's Harry Crumb? (1989),Comedy,0.0,0.0,Paul Flaherty,98645.0,3387.0,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,8.499,United States of America,1989-02-03,0.0,94.0,11718.0,5.5
3321,3388,Harry and the Hendersons (1987),Comedy,0.0,0.0,William Dear,93148.0,3388.0,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the ""body"" they find it's a ""bigfoot"". They think it's dead so they decide to take it home (there could be some money in this). As you guessed, it isn't dead. Far from being the ferocious monster they fear ""Harry"" to be, he's a friendly giant.",9.929,United States of America,1987-06-05,49998613.0,110.0,8989.0,5.7
3322,3389,Let's Get Harry (1986),Action|Adventure,0.0,0.0,Stuart Rosenberg,91400.0,3389.0,"Harry Burck has been kidnapped by South American terrorists, and when the US Government refuses to intervene, Harry's friends decide to take matters into their own hands!",1.638,United States of America,1986-01-01,0.0,102.0,32031.0,5.2
3323,3390,Shanghai Surprise (1986),Adventure,0.0,17000000.0,Jim Goddard,91934.0,3390.0,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",2.972,United Kingdom,1986-08-29,0.0,97.0,58048.0,3.3
